Status,Course Name,Course Short Name,Category,Number of Seats,Instructor Name,Start Date,Start Time,End Time,Building,Room Number/Name,Address,Map Name,Description
,Ambulatory Medical Physician 100,AMB1010,EpicCare Ambulatory,10,#VALUE!,07/18/2015,08:00 AM,12:00 PM,SLH, Buchanan B," 4401 Wornall Road, Kansas City MO 64111",,
,Ambulatory Medical Physician 200,AMB1011,EpicCare Ambulatory,10,#VALUE!,07/18/2015,01:00 PM,05:00 PM,SLH, Buchanan B," 4401 Wornall Road, Kansas City MO 64111",,
,Ambulatory Cardiology Physician 100,AMB1016,EpicCare Ambulatory,12,#VALUE!,07/18/2015,08:00 AM,12:00 PM,SLS, Training Room A," 12300 Metcalf Ave., Overland Park KS 66213",,
,Ambulatory Cardiology Physician 200,AMB1017,EpicCare Ambulatory,12,#VALUE!,07/18/2015,01:00 PM,05:00 PM,SLS, Training Room A," 12300 Metcalf Ave., Overland Park KS 66213",,
,Ambulatory LPN and MA 200,AMB1027,EpicCare Ambulatory,24,#VALUE!,07/18/2015,08:00 AM,12:00 PM,SLS, Training Room B,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Ambulatory Nurse 200,AMB1025,EpicCare Ambulatory,24,#VALUE!,07/18/2015,01:00 PM,05:00 PM,SLS, Training Room B,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Ambulatory Obstetrics Physician 100,AMB1018,EpicCare Ambulatory,12,#VALUE!,07/18/2015,08:00 AM,12:00 PM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Ambulatory Obstetrics Physician 200,AMB1019,EpicCare Ambulatory,12,#VALUE!,07/18/2015,01:00 PM,05:00 PM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Ambulatory Medical Physician 100,AMB1010,EpicCare Ambulatory,12,#VALUE!,07/18/2015,08:00 AM,12:00 PM,SLE, Summit," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Ambulatory Medical Physician 200,AMB1011,EpicCare Ambulatory,12,#VALUE!,07/18/2015,01:00 PM,05:00 PM,SLE, Summit," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Ambulatory Medical Physician 100,AMB1010,EpicCare Ambulatory,8,#VALUE!,07/18/2015,08:00 AM,12:00 PM,SLN, Training Room A," 5800 NW Barry Road, Kansas City MO 64154",,
,Ambulatory Medical Physician 200,AMB1011,EpicCare Ambulatory,8,#VALUE!,07/18/2015,01:00 PM,05:00 PM,SLN, Training Room A," 5800 NW Barry Road, Kansas City MO 64154",,
,Ambulatory Nurse 200,AMB1025,EpicCare Ambulatory,24,#VALUE!,07/18/2015,08:00 AM,12:00 PM,SLN, Training Room B," 5800 NW Barry Road, Kansas City MO 64154",,
,Ambulatory LPN and MA 200,AMB1027,EpicCare Ambulatory,24,#VALUE!,07/18/2015,01:00 PM,05:00 PM,SLN, Training Room B," 5800 NW Barry Road, Kansas City MO 64154",,
,Oncology Clinic Nurse,ONC1002,Beacon,10,"CT2,, CT1",07/20/2015,08:00 AM,04:00 PM,SLH, Buchanan B," 4401 Wornall Road, Kansas City MO 64111",,
,Ambulatory Medical Physician 100,AMB1010,EpicCare Ambulatory,12,#VALUE!,07/20/2015,08:00 AM,12:00 PM,SLS, Training Room A," 12300 Metcalf Ave., Overland Park KS 66213",,
,Ambulatory Medical Physician 200,AMB1011,EpicCare Ambulatory,12,#VALUE!,07/20/2015,01:00 PM,05:00 PM,SLS, Training Room A," 12300 Metcalf Ave., Overland Park KS 66213",,
,Auth/Cert 100,AMB1009,Cadence,24,CT4,07/20/2015,10:00 AM,12:00 PM,SLS, Training Room B,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Financial Counselor,AMB1008,Cadence,24,CT4,07/20/2015,01:00 PM,04:00 PM,SLS, Training Room B,"  12300 Metcalf Ave., Overland Park KS 66213",,
,PB Payment Poster 200,RPB1018,Resolute PB,12,#VALUE!,07/20/2015,07:00 AM,09:00 AM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,PB Payment Poster 200,RPB1018,Resolute PB,12,#VALUE!,07/20/2015,10:00 AM,12:00 PM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,PB Payment Poster 200,RPB1018,Resolute PB,12,#VALUE!,07/20/2015,01:00 PM,03:00 PM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Referral Users,AMB1007,Cadence,12,CT5,07/20/2015,12:00 PM,05:00 PM,SLE, Longview," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Ambulatory Surgical Physcian 100,AMB1014,EpicCare Ambulatory,8,#VALUE!,07/20/2015,01:00 PM,05:00 PM,SLN, Training Room A," 5800 NW Barry Road, Kansas City MO 64154",,
,Ambulatory Surgical Physcian 200,AMB1015,EpicCare Ambulatory,8,#VALUE!,07/20/2015,06:00 PM,10:00 PM,SLN, Training Room A," 5800 NW Barry Road, Kansas City MO 64154",,
,Financial Counselor,AMB1008,Cadence,20,CT6,07/20/2015,09:00 AM,12:00 PM,SLN, Training Room C," 5800 NW Barry Road, Kansas City MO 64154",,
,Auth/Cert 100,AMB1009,Cadence,20,CT6,07/20/2015,01:00 PM,03:00 PM,SLN, Training Room C," 5800 NW Barry Road, Kansas City MO 64154",,
,PB Customer Service 200,RPB1009,Resolute PB,8,#VALUE!,07/20/2015,07:00 AM,09:00 AM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Customer Service 200,RPB1009,Resolute PB,8,#VALUE!,07/20/2015,10:00 AM,12:00 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Customer Service 200,RPB1009,Resolute PB,8,#VALUE!,07/20/2015,01:00 PM,03:00 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Customer Service 200,RPB1009,Resolute PB,8,#VALUE!,07/20/2015,04:00 PM,06:00 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,Auth/Cert 100,AMB1009,Cadence,24,CT3,07/20/2015,10:00 AM,12:00 PM,SLH, Plaza B," 4401 Wornall Road, Kansas City MO 64111",,
,Financial Counselor,AMB1008,Cadence,24,CT3,07/20/2015,01:00 PM,04:00 PM,SLH, Plaza B," 4401 Wornall Road, Kansas City MO 64111",,
,Oncology Clinic Nurse,ONC1002,Beacon,10,"CT1,, CT2",07/21/2015,08:00 AM,04:00 PM,SLH, Buchanan B," 4401 Wornall Road, Kansas City MO 64111",,
,PB Customer Service 100,RPB1008,Resolute PB,12,#VALUE!,07/21/2015,08:00 AM,12:00 PM,SLS, Training Room A," 12300 Metcalf Ave., Overland Park KS 66213",,
,PB Customer Service 100,RPB1008,Resolute PB,12,#VALUE!,07/21/2015,01:00 PM,05:00 PM,SLS, Training Room A," 12300 Metcalf Ave., Overland Park KS 66213",,
,Referral Users,AMB1007,Cadence,24,CT4,07/21/2015,07:00 AM,12:00 PM,SLS, Training Room B,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Auth/Cert 100,AMB1009,Cadence,24,CT4,07/21/2015,01:00 PM,03:00 PM,SLS, Training Room B,"  12300 Metcalf Ave., Overland Park KS 66213",,
,PB Payment Poster 200,RPB1018,Resolute PB,12,#VALUE!,07/21/2015,07:00 AM,09:00 AM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,PB Payment Poster 200,RPB1018,Resolute PB,12,#VALUE!,07/21/2015,10:00 AM,12:00 PM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Financial Counselor,AMB1008,Cadence,12,CT5,07/21/2015,09:00 AM,12:00 PM,SLE, Longview," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Auth/Cert 100,AMB1009,Cadence,12,CT5,07/21/2015,01:00 PM,03:00 PM,SLE, Longview," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,PB Insurance Follow-Up 100,RPB1011,Resolute PB,8,#VALUE!,07/21/2015,08:00 AM,11:00 AM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Insurance Follow-Up 100,RPB1011,Resolute PB,8,#VALUE!,07/21/2015,01:00 PM,04:00 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Claims 200,RPB1007,Resolute PB,8,#VALUE!,07/21/2015,08:00 AM,09:00 AM,CORP, 7th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Charge Entry 200,RPB1001,Resolute PB,8,#VALUE!,07/21/2015,10:00 AM,11:00 AM,CORP, 7th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Anesthesia Coding,RPB1002,Resolute PB,8,#VALUE!,07/21/2015,11:00 AM,11:30 AM,CORP, 7th Floor," 901 E. 104th St., Kansas City MO 64031",,
,Interpreter Services,AMB1002,Cadence,24,CT3,07/21/2015,02:00 PM,04:00 PM,SLH, Plaza B," 4401 Wornall Road, Kansas City MO 64111",,
,Inpatient Infusion Nurse,ONC1004,Beacon,10,"CT1,, CT2",07/22/2015,07:00 AM,12:00 PM,SLH, Buchanan B," 4401 Wornall Road, Kansas City MO 64111",,
,PB Insurance Follow-Up 100,RPB1011,Resolute PB,12,#VALUE!,07/22/2015,08:00 AM,11:00 AM,SLS, Training Room A," 12300 Metcalf Ave., Overland Park KS 66213",,
,PB Insurance Follow-Up 100,RPB1011,Resolute PB,12,#VALUE!,07/22/2015,01:00 PM,04:00 PM,SLS, Training Room A," 12300 Metcalf Ave., Overland Park KS 66213",,
,Financial Counselor,AMB1008,Cadence,24,CT4,07/22/2015,09:00 AM,12:00 PM,SLS, Training Room B,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Auth/Cert 100,AMB1009,Cadence,24,CT4,07/22/2015,01:00 PM,03:00 PM,SLS, Training Room B,"  12300 Metcalf Ave., Overland Park KS 66213",,
,PB Remittance 201,RPB1025,Resolute PB,12,#VALUE!,07/22/2015,07:00 AM,08:30 AM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,PB Remittance 201,RPB1025,Resolute PB,12,#VALUE!,07/22/2015,10:00 AM,11:30 AM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,PB Remittance 201,RPB1025,Resolute PB,12,#VALUE!,07/22/2015,01:00 PM,02:30 PM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Ambulatory Clinic Manager,AMB1030,EpicCare Ambulatory,12,#VALUE!,07/22/2015,03:00 PM,05:00 PM,SLE, Longview," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Ambulatory Cardiology Physician 100,AMB1016,EpicCare Ambulatory,12,#VALUE!,07/22/2015,06:00 PM,10:00 PM,SLE, Longview," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Auth/Cert 100,AMB1009,Cadence,20,CT6,07/22/2015,10:00 AM,12:00 PM,SLN, Training Room C," 5800 NW Barry Road, Kansas City MO 64154",,
,Financial Counselor,AMB1008,Cadence,20,CT6,07/22/2015,01:00 PM,04:00 PM,SLN, Training Room C," 5800 NW Barry Road, Kansas City MO 64154",,
,PB Customer Service 200,RPB1009,Resolute PB,8,#VALUE!,07/22/2015,07:00 AM,09:00 AM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Customer Service 200,RPB1009,Resolute PB,8,#VALUE!,07/22/2015,10:00 AM,12:00 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Customer Service 200,RPB1009,Resolute PB,8,#VALUE!,07/22/2015,01:00 PM,03:00 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Customer Service 200,RPB1009,Resolute PB,8,#VALUE!,07/22/2015,04:00 PM,06:00 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,Financial Counselor,AMB1008,Cadence,24,CT3,07/22/2015,09:00 AM,12:00 PM,SLH, Plaza B," 4401 Wornall Road, Kansas City MO 64111",,
,Auth/Cert 100,AMB1009,Cadence,24,CT3,07/22/2015,01:00 PM,03:00 PM,SLH, Plaza B," 4401 Wornall Road, Kansas City MO 64111",,
,Ambulatory Clinic Manager,AMB1030,EpicCare Ambulatory,10,#VALUE!,07/23/2015,08:00 AM,10:00 AM,SLH, Buchanan A," 4401 Wornall Road, Kansas City MO 64111",,
,Ambulatory Clinic Manager,AMB1030,EpicCare Ambulatory,10,#VALUE!,07/23/2015,03:00 PM,05:00 PM,SLH, Buchanan A," 4401 Wornall Road, Kansas City MO 64111",,
,Inpatient Infusion Nurse,ONC1004,Beacon,10,"CT2,, CT1",07/23/2015,01:00 PM,06:00 PM,SLH, Buchanan B," 4401 Wornall Road, Kansas City MO 64111",,
,PB Insurance Follow-Up 100,RPB1011,Resolute PB,12,#VALUE!,07/23/2015,08:00 AM,11:00 AM,SLS, Training Room A," 12300 Metcalf Ave., Overland Park KS 66213",,
,Auth/Cert 100,AMB1009,Cadence,24,CT4,07/23/2015,08:00 AM,10:00 AM,SLS, Training Room B,"  12300 Metcalf Ave., Overland Park KS 66213",,
,PB Remittance 201,RPB1025,Resolute PB,12,#VALUE!,07/23/2015,07:00 AM,08:30 AM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,PB Remittance 201,RPB1025,Resolute PB,12,#VALUE!,07/23/2015,10:00 AM,11:30 AM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,PB Self Pay Credit Specialist 100,RPB1026,Resolute PB,12,#VALUE!,07/23/2015,01:00 PM,04:30 PM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Referral Users,AMB1007,Cadence,12,CT5,07/23/2015,07:00 AM,12:00 PM,SLE, Longview," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Auth/Cert 100,AMB1009,Cadence,12,CT5,07/23/2015,01:00 PM,03:00 PM,SLE, Longview," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Ambulatory Cardiology Physician 200,AMB1017,EpicCare Ambulatory,12,#VALUE!,07/23/2015,06:00 PM,10:00 PM,SLE, Longview," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Referral Users,AMB1007,Cadence,20,CT6,07/23/2015,07:00 AM,12:00 PM,SLN, Training Room C," 5800 NW Barry Road, Kansas City MO 64154",,
,Auth/Cert 100,AMB1009,Cadence,20,CT6,07/23/2015,01:00 PM,03:00 PM,SLN, Training Room C," 5800 NW Barry Road, Kansas City MO 64154",,
,PB Customer Service 200,RPB1009,Resolute PB,8,#VALUE!,07/23/2015,07:00 AM,09:00 AM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Customer Service 200,RPB1009,Resolute PB,8,#VALUE!,07/23/2015,10:00 AM,12:00 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Insurance Follow-Up 100,RPB1011,Resolute PB,8,#VALUE!,07/23/2015,01:00 PM,04:00 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,Referral Users,AMB1007,Cadence,24,CT3,07/23/2015,12:00 PM,05:00 PM,SLH, Plaza B," 4401 Wornall Road, Kansas City MO 64111",,
,Outpatient Infusion Nurse,ONC1003,Beacon,10,"CT1,, CT2",07/24/2015,08:00 AM,03:00 PM,SLH, Buchanan B," 4401 Wornall Road, Kansas City MO 64111",,
,PB Customer Service 100,RPB1008,Resolute PB,12,#VALUE!,07/24/2015,08:00 AM,12:00 PM,SLS, Training Room A," 12300 Metcalf Ave., Overland Park KS 66213",,
,PB Customer Service 100,RPB1008,Resolute PB,12,#VALUE!,07/24/2015,01:00 PM,05:00 PM,SLS, Training Room A," 12300 Metcalf Ave., Overland Park KS 66213",,
,Financial Counselor,AMB1008,Cadence,24,CT4,07/24/2015,08:00 AM,11:00 AM,SLS, Training Room B,"  12300 Metcalf Ave., Overland Park KS 66213",,
,PB Self Pay Credit Specialist 100,RPB1026,Resolute PB,12,#VALUE!,07/24/2015,08:00 AM,11:30 AM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,PB Self Pay Credit Specialist 100,RPB1026,Resolute PB,12,#VALUE!,07/24/2015,01:00 PM,04:30 PM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Auth/Cert 100,AMB1009,Cadence,12,CT5,07/24/2015,10:00 AM,12:00 PM,SLE, Longview," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Financial Counselor,AMB1008,Cadence,12,CT5,07/24/2015,01:00 PM,04:00 PM,SLE, Longview," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Auth/Cert 100,AMB1009,Cadence,20,CT6,07/24/2015,08:00 AM,10:00 AM,SLN, Training Room C," 5800 NW Barry Road, Kansas City MO 64154",,
,PB Customer Service 200,RPB1009,Resolute PB,8,#VALUE!,07/24/2015,07:00 AM,09:00 AM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Customer Service 200,RPB1009,Resolute PB,8,#VALUE!,07/24/2015,10:00 AM,12:00 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Customer Service 200,RPB1009,Resolute PB,8,#VALUE!,07/24/2015,01:00 PM,03:00 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,Referral Users,AMB1007,Cadence,24,CT3,07/24/2015,07:00 AM,12:00 PM,SLH, Plaza B," 4401 Wornall Road, Kansas City MO 64111",,
,Auth/Cert 100,AMB1009,Cadence,24,CT3,07/24/2015,01:00 PM,03:00 PM,SLH, Plaza B," 4401 Wornall Road, Kansas City MO 64111",,
,Outpatient Infusion Nurse,ONC1003,Beacon,10,"CT2,, CT1",07/27/2015,08:00 AM,03:00 PM,SLH, Buchanan B," 4401 Wornall Road, Kansas City MO 64111",,
,PB Customer Service 200,RPB1009,Resolute PB,8,#VALUE!,07/27/2015,07:00 AM,09:00 AM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Customer Service 200,RPB1009,Resolute PB,8,#VALUE!,07/27/2015,10:00 AM,12:00 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Customer Service 200,RPB1009,Resolute PB,8,#VALUE!,07/27/2015,01:00 PM,03:00 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Customer Service 200,RPB1009,Resolute PB,8,#VALUE!,07/27/2015,04:00 PM,06:00 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,Research Coordinator,AMB1033,EpicCare Ambulatory,24,CT3,07/27/2015,08:00 AM,12:00 PM,SLH, Plaza B," 4401 Wornall Road, Kansas City MO 64111",,
,Research Coordinator,AMB1033,EpicCare Ambulatory,24,CT4,07/28/2015,08:00 AM,12:00 PM,SLS, Training Room B,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Research Coordinator,AMB1033,EpicCare Ambulatory,20,CT6,07/28/2015,10:00 AM,02:00 PM,SLN, Training Room C," 5800 NW Barry Road, Kansas City MO 64154",,
,Research Coordinator,AMB1033,EpicCare Ambulatory,24,CT3,07/28/2015,01:00 PM,05:00 PM,SLH, Plaza B," 4401 Wornall Road, Kansas City MO 64111",,
,Research Coordinator,AMB1033,EpicCare Ambulatory,24,CT4,07/29/2015,01:00 PM,05:00 PM,SLS, Training Room B,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Research Coordinator,AMB1033,EpicCare Ambulatory,12,CT5,07/30/2015,10:00 AM,02:00 PM,SLE, Longview," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Research Coordinator,AMB1033,EpicCare Ambulatory,24,CT3,07/30/2015,10:00 AM,02:00 PM,SLH, Plaza B," 4401 Wornall Road, Kansas City MO 64111",,
,Interpreter Services,AMB1002,Cadence,24,CT3,07/30/2015,02:00 PM,04:00 PM,SLH, Plaza B," 4401 Wornall Road, Kansas City MO 64111",,
,PB Self Pay Credit Specialist 100,RPB1026,Resolute PB,8,#VALUE!,08/10/2015,07:00 AM,10:30 AM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Insurance Follow-Up 200,RPB1012,Resolute PB,8,#VALUE!,08/10/2015,10:00 AM,12:00 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Insurance Follow-Up 200,RPB1012,Resolute PB,8,#VALUE!,08/10/2015,01:00 PM,03:00 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Insurance Follow-Up 200,RPB1012,Resolute PB,8,#VALUE!,08/10/2015,04:00 PM,06:00 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Insurance Follow-Up 200,RPB1012,Resolute PB,8,#VALUE!,08/11/2015,07:00 AM,09:00 AM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Self Pay Credit Specialist 100,RPB1026,Resolute PB,8,#VALUE!,08/11/2015,10:00 AM,01:30 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Insurance Follow-Up 200,RPB1012,Resolute PB,8,#VALUE!,08/11/2015,01:00 PM,03:00 PM,CORP, 7th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Insurance Follow-Up 200,RPB1012,Resolute PB,8,#VALUE!,08/11/2015,04:00 PM,06:00 PM,CORP, 7th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Insurance Follow-Up 200,RPB1012,Resolute PB,8,#VALUE!,08/14/2015,07:00 AM,09:00 AM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Insurance Follow-Up 200,RPB1012,Resolute PB,8,#VALUE!,08/14/2015,10:00 AM,12:00 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Self Pay Credit Specialist 100,RPB1026,Resolute PB,8,#VALUE!,08/14/2015,01:00 PM,04:30 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Insurance Follow-Up 200,RPB1012,Resolute PB,8,#VALUE!,08/14/2015,04:00 PM,06:00 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Insurance Follow-Up 200,RPB1012,Resolute PB,8,#VALUE!,08/17/2015,07:00 AM,09:00 AM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,Oncologist 100,ONC1000,Beacon,10,"CT1 , CT2",06/15/2015,07:00 AM,11:00 AM,SLH, Buchanan B," 4401 Wornall Road, Kansas City MO 64111",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,12,CT4,06/15/2015,08:00 AM,05:00 PM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,24,#VALUE!,06/15/2015,08:00 AM,12:00 PM,SLN, Training Room B," 5800 NW Barry Road, Kansas City MO 64154",,
,Ambulatory Nurse 100,AMB1024,EpicCare Ambulatory,24,#VALUE!,06/15/2015,01:00 PM,05:00 PM,SLN, Training Room B," 5800 NW Barry Road, Kansas City MO 64154",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,20,CT6,06/15/2015,08:00 AM,05:00 PM,SLN, Training Room C," 5800 NW Barry Road, Kansas City MO 64154",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,24,CT3,06/15/2015,08:00 AM,05:00 PM,SLH, Plaza B," 4401 Wornall Road, Kansas City MO 64111",,
,Oncologist 100,ONC1000,Beacon,12,"CT2,, CT1",06/16/2015,07:00 AM,11:00 AM,SLS, Training Room A," 12300 Metcalf Ave., Overland Park KS 66213",,
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,24,#VALUE!,06/16/2015,08:00 AM,12:00 PM,SLS, Training Room B,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Ambulatory Nurse 100,AMB1024,EpicCare Ambulatory,24,#VALUE!,06/16/2015,01:00 PM,05:00 PM,SLS, Training Room B,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,12,CT4,06/16/2015,08:00 AM,05:00 PM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,12,CT5,06/16/2015,08:00 AM,05:00 PM,SLE, Longview," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,12,#VALUE!,06/16/2015,08:00 AM,12:00 PM,SLE, Summit," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Ambulatory Nurse 100,AMB1024,EpicCare Ambulatory,12,#VALUE!,06/16/2015,01:00 PM,05:00 PM,SLE, Summit," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Oncology Pharmacist,ONC1005,Beacon,10,CT1,06/17/2015,09:00 AM,04:00 PM,SLH, Buchanan B," 4401 Wornall Road, Kansas City MO 64111",,
,Oncologist 100,ONC1000,Beacon,12,CT2,06/17/2015,07:00 AM,11:00 AM,SLE, Longview," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Ambulatory Nurse 100,AMB1024,EpicCare Ambulatory,24,#VALUE!,06/17/2015,01:00 PM,05:00 PM,SLH, Plaza A," 4401 Wornall Road, Kansas City MO 64111",,
,Ambulatory Nurse 100,AMB1024,EpicCare Ambulatory,12,#VALUE!,06/17/2015,08:00 AM,12:00 PM,SLE, Summit," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,12,#VALUE!,06/17/2015,01:00 PM,05:00 PM,SLE, Summit," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,24,#VALUE!,06/17/2015,06:00 PM,10:00 PM,SLH, Plaza A," 4401 Wornall Road, Kansas City MO 64111",,
,Ambulatory Nurse 100,AMB1024,EpicCare Ambulatory,24,#VALUE!,06/17/2015,08:00 AM,12:00 PM,SLN, Training Room B," 5800 NW Barry Road, Kansas City MO 64154",,
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,24,#VALUE!,06/17/2015,01:00 PM,05:00 PM,SLN, Training Room B," 5800 NW Barry Road, Kansas City MO 64154",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,20,CT6,06/17/2015,08:00 AM,05:00 PM,SLN, Training Room C," 5800 NW Barry Road, Kansas City MO 64154",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,24,CT3,06/17/2015,08:00 AM,05:00 PM,SLH, Plaza B," 4401 Wornall Road, Kansas City MO 64111",,
,Oncology Pharmacist,ONC1005,Beacon,12,CT2,06/18/2015,09:00 AM,04:00 PM,SLS, Training Room A," 12300 Metcalf Ave., Overland Park KS 66213",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,12,CT4,06/18/2015,08:00 AM,05:00 PM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Ambulatory Nurse 100,AMB1024,EpicCare Ambulatory,24,#VALUE!,06/18/2015,08:00 AM,12:00 PM,SLH, Plaza A," 4401 Wornall Road, Kansas City MO 64111",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,12,CT5,06/18/2015,08:00 AM,05:00 PM,SLE, Longview," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
